Name,Host institution,City,Country,ID Card,OrganizationID,,,
"SubcollectionTypeMaterialsStandards#SamplesCryo preserved tissue Collection - Colon Population-based, Sample collection, Image collection Tissue (frozen) 4431 Cryo preserved tissue Collection - Oesophagus Population-based, Sample collection Tissue (frozen) 744 Cryo preserved tissue Collection - Lower third of oesophagus Population-based, Sample collection Tissue (frozen) 15 Cryo preserved tissue Collection - Stomach Population-based, Sample collection, Image collection Tissue (frozen) 3642 Cryo preserved tissue Collection - Small intestine Population-based, Sample collection Tissue (frozen) 465 Cryo preserved tissue Collection - Duodenum Population-based, Sample collection, Image collection Tissue (frozen) 558 Cryo preserved tissue Collection - Ileum Population-based, Sample collection, Image collection Tissue (frozen) 225 Cryo preserved tissue Collection - Jejunum Population-based, Sample collection, Image collection Tissue (frozen) 66 Cryo preserved tissue Collection - Others Population-based, Sample collection Tissue (frozen) 1269 Cryo preserved tissue Collection - Floor of mouth Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Mouth Population-based, Sample collection, Image collection Tissue (frozen) 9 Cryo preserved tissue Collection - Lip Population-based, Sample collection Tissue (frozen) 273 Cryo preserved tissue Collection - Lower lip Population-based, Sample collection Tissue (frozen) 549 Cryo preserved tissue Collection - Tongue Population-based, Sample collection, Image collection Tissue (frozen) 3 Cryo preserved tissue Collection - Tonsil Population-based, Sample collection Tissue (frozen) 36 Cryo preserved tissue Collection - Major salivary gland Population-based, Sample collection Tissue (frozen) 15 Cryo preserved tissue Collection - Parotid gland Population-based, Sample collection Tissue (frozen) 81 Cryo preserved tissue Collection - Nasopharynx Population-based, Sample collection Tissue (frozen) 48 Cryo preserved tissue Collection - Appendix Population-based, Sample collection Tissue (frozen) 141 Cryo preserved tissue Collection - Caecum Population-based, Sample collection Tissue (frozen) 330 Cryo preserved tissue Collection - Sigmoid colon Population-based, Sample collection Tissue (frozen) 1116 Cryo preserved tissue Collection - Rectum Population-based, Sample collection, Image collection Tissue (frozen) 1521 Cryo preserved tissue Collection - Anus Population-based, Sample collection Tissue (frozen) 21 Cryo preserved tissue Collection - Liver Population-based, Sample collection, Image collection Tissue (frozen) 24369 Cryo preserved tissue Collection - Connective, subcutaneous, and other soft tissue of liver Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Intrahepatic bile duct Population-based, Sample collection Tissue (frozen) 477 Cryo preserved tissue Collection - Gall bladder Population-based, Sample collection Tissue (frozen) 2241 Cryo preserved tissue Collection - Pancreas Population-based, Sample collection, Image collection Tissue (frozen) 4269 Cryo preserved tissue Collection - connective, subcutaneous and other soft tissues of pancreas Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Head of pancreas Population-based, Sample collection Tissue (frozen) 39 Cryo preserved tissue Collection - Accessory sinuses Population-based, Sample collection Tissue (frozen) 21 Cryo preserved tissue Collection - Trachea Population-based, Sample collection, Image collection Tissue (frozen) 6 Cryo preserved tissue Collection - Lung Population-based, Sample collection, Image collection Tissue (frozen) 33184 Cryo preserved tissue Collection - Thymus gland Population-based, Sample collection Tissue (frozen) 57 Cryo preserved tissue Collection - Heart Population-based, Sample collection, Image collection Tissue (frozen) 492 Cryo preserved tissue Collection - Myocardium Population-based, Sample collection Tissue (frozen) 264 Cryo preserved tissue Collection - Pericardium Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Mediastinum Population-based, Sample collection, Image collection Tissue (frozen) 156 Cryo preserved tissue Collection - Pleura Population-based, Sample collection Tissue (frozen) 81 Cryo preserved tissue Collection - Spleen Population-based, Sample collection, Image collection Tissue (frozen) 1122 Cryo preserved tissue Collection - Cheek Population-based, Sample collection, Image collection Tissue (frozen) 3 Cryo preserved tissue Collection - Mandibular area Population-based, Sample collection Tissue (frozen) 375 Cryo preserved tissue Collection - Face Population-based, Sample collection, Image collection Tissue (frozen) 6 Cryo preserved tissue Collection - Nose Population-based, Sample collection, Image collection Tissue (frozen) 24 Cryo preserved tissue Collection - Abdomen Population-based, Sample collection, Image collection Tissue (frozen) 282 Cryo preserved tissue Collection - Umbilicus Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Back Population-based, Sample collection, Image collection Tissue (frozen) 48 Cryo preserved tissue Collection - Lower paraspinal area Population-based, Sample collection Tissue (frozen) 249 Cryo preserved tissue Collection - Thorax Population-based, Sample collection Tissue (frozen) 657 Cryo preserved tissue Collection - Lower Extremity Population-based, Sample collection Tissue (frozen) 267 Cryo preserved tissue Collection - Dorsum of foot Population-based, Sample collection Tissue (frozen) 45 Cryo preserved tissue Collection - Sole of foot Population-based, Sample collection Tissue (frozen) 33 Cryo preserved tissue Collection - Instep of foot Population-based, Sample collection Tissue (frozen) 9 Cryo preserved tissue Collection - Toe Population-based, Sample collection, Image collection Tissue (frozen) 18 Cryo preserved tissue Collection - Hip Population-based, Sample collection, Image collection Tissue (frozen) 372 Cryo preserved tissue Collection - Lower leg Population-based, Sample collection Tissue (frozen) 690 Cryo preserved tissue Collection - Thigh Population-based, Sample collection, Image collection Tissue (frozen) 4140 Cryo preserved tissue Collection - Upper extremity Population-based, Sample collection Tissue (frozen) 114 Cryo preserved tissue Collection - Forearm Population-based, Sample collection Tissue (frozen) 180 Cryo preserved tissue Collection - Elbow Population-based, Sample collection, Image collection Tissue (frozen) 90 Cryo preserved tissue Collection - Hand Population-based, Sample collection, Image collection Tissue (frozen) 12 Cryo preserved tissue Collection - Thenar eminence Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Finger Population-based, Sample collection, Image collection Tissue (frozen) 63 Cryo preserved tissue Collection - Shoulder Population-based, Sample collection, Image collection Tissue (frozen) 660 Cryo preserved tissue Collection - Supraclavicular area Population-based, Sample collection Tissue (frozen) 12 Cryo preserved tissue Collection - Upper arm Population-based, Sample collection Tissue (frozen) 594 Cryo preserved tissue Collection - Axilla Population-based, Sample collection, Image collection Tissue (frozen) 174 Cryo preserved tissue Collection - Groin Population-based, Sample collection Tissue (frozen) 180 Cryo preserved tissue Collection - Pelvis Population-based, Sample collection, Image collection Tissue (frozen) 393 Cryo preserved tissue Collection - Spinal cord Population-based, Sample collection Tissue (frozen) 12 Cryo preserved tissue Collection - Peripheral nerve Population-based, Sample collection Tissue (frozen) 282 Cryo preserved tissue Collection - Brain Population-based, Sample collection, Image collection Tissue (frozen) 1299 Cryo preserved tissue Collection - Cerebellum Population-based, Sample collection, Image collection Tissue (frozen) 405 Cryo preserved tissue Collection - Cerebrum Population-based, Sample collection Tissue (frozen) 222 Cryo preserved tissue Collection - Meninges Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Lacrimal gland Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Eye Population-based, Sample collection, Image collection Tissue (frozen) 90 Cryo preserved tissue Collection - Carotid artery Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of lower limb and hip Population-based, Sample collection Tissue (frozen) 477 Cryo preserved tissue Collection - Achilles tendon Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - gastrocnemius muscle Population-based, Sample collection Tissue (frozen) 30 Cryo preserved tissue Collection - Diaphragm Population-based, Sample collection Tissue (frozen) 42 Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of abdomen Population-based, Sample collection Tissue (frozen) 2922 Cryo preserved tissue Collection - psoas major muscle Population-based, Sample collection Tissue (frozen) 72 Cryo preserved tissue Collection - Inferior vena cava Population-based, Sample collection Tissue (frozen) 15 Cryo preserved tissue Collection - Hepatic artery Population-based, Sample collection Tissue (frozen) 138 Cryo preserved tissue Collection - Ileocolic artery Population-based, Sample collection Tissue (frozen) 240 Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of pelvis Population-based, Sample collection Tissue (frozen) 309 Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of trunk Population-based, Sample collection Tissue (frozen) 87 Cryo preserved tissue Collection - Fascia Population-based, Sample collection Tissue (frozen) 1359 Cryo preserved tissue Collection - Bones Population-based, Sample collection Tissue (frozen) 363 Cryo preserved tissue Collection - Occiput Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Parietal bone Population-based, Sample collection Tissue (frozen) 9 Cryo preserved tissue Collection - Sphenoid bone Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Temporal bone Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Mandible Population-based, Sample collection Tissue (frozen) 18 Cryo preserved tissue Collection - Angle of mandible Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Ramus of mandible Population-based, Sample collection Tissue (frozen) 21 Cryo preserved tissue Collection - Femur Population-based, Sample collection, Image collection Tissue (frozen) 1083 Cryo preserved tissue Collection - Fibula Population-based, Sample collection Tissue (frozen) 33 Cryo preserved tissue Collection - Patella Population-based, Sample collection, Image collection Tissue (frozen) 3 Cryo preserved tissue Collection - Bone of foot Population-based, Sample collection Tissue (frozen) 24 Cryo preserved tissue Collection - Tibia Population-based, Sample collection, Image collection Tissue (frozen) 336 Cryo preserved tissue Collection - Pubis Population-based, Sample collection Tissue (frozen) 18 Cryo preserved tissue Collection - Sacrum Population-based, Sample collection Tissue (frozen) 90 Cryo preserved tissue Collection - Rib Population-based, Sample collection, Image collection Tissue (frozen) 108 Cryo preserved tissue Collection - Sternum Population-based, Sample collection, Image collection Tissue (frozen) 75 Cryo preserved tissue Collection - Clavicle Population-based, Sample collection, Image collection Tissue (frozen) 24 Cryo preserved tissue Collection - Scapula Population-based, Sample collection, Image collection Tissue (frozen) 96 Cryo preserved tissue Collection - Bone of hand Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Humerus Population-based, Sample collection, Image collection Tissue (frozen) 183 Cryo preserved tissue Collection - Radius Population-based, Sample collection, Image collection Tissue (frozen) 12 Cryo preserved tissue Collection - Ligaments and Joints Population-based, Sample collection Tissue (frozen) 24 Cryo preserved tissue Collection - Talocrural joint Population-based, Sample collection Tissue (frozen) 69 Cryo preserved tissue Collection - Hip joint Population-based, Sample collection Tissue (frozen) 6 Cryo preserved tissue Collection - Acetabulum Population-based, Sample collection Tissue (frozen) 45 Cryo preserved tissue Collection - Knee joint Population-based, Sample collection Tissue (frozen) 531 Cryo preserved tissue Collection - Wrist joint Population-based, Sample collection Tissue (frozen) 39 Cryo preserved tissue Collection - Cartilage Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Vertebral column Population-based, Sample collection Tissue (frozen) 9 Cryo preserved tissue Collection - Thoracic vertebra Population-based, Sample collection Tissue (frozen) 48 Cryo preserved tissue Collection - Lumbar vertebra Population-based, Sample collection Tissue (frozen) 102 Cryo preserved tissue Collection - Coccyx Population-based, Sample collection, Image collection Tissue (frozen) 36 Cryo preserved tissue Collection - Intervertebral disc or space Population-based, Sample collection Tissue (frozen) 36 Cryo preserved tissue Collection - Breast Population-based, Sample collection, Image collection Tissue (frozen) 9762 Cryo preserved tissue Collection - Cervix uteri Population-based, Sample collection Tissue (frozen) 120 Cryo preserved tissue Collection - Uterus Population-based, Sample collection, Image collection Tissue (frozen) 1374 Cryo preserved tissue Collection - Endometrium Population-based, Sample collection Tissue (frozen) 288 Cryo preserved tissue Collection - Myometrium Population-based, Sample collection Tissue (frozen) 78 Cryo preserved tissue Collection - Placenta Population-based, Sample collection Tissue (frozen) 6213 Cryo preserved tissue Collection - Fallopian tube Population-based, Sample collection Tissue (frozen) 78 Cryo preserved tissue Collection - Ovary Population-based, Sample collection, Image collection Tissue (frozen) 1635 Cryo preserved tissue Collection - Vulva Population-based, Sample collection, Image collection Tissue (frozen) 90 Cryo preserved tissue Collection - Penis Population-based, Sample collection, Image collection Tissue (frozen) 51 Cryo preserved tissue Collection - Prostate gland Population-based, Sample collection Tissue (frozen) 489 Cryo preserved tissue Collection - Testis Population-based, Sample collection, Image collection Tissue (frozen) 585 Cryo preserved tissue Collection - Epididymis Population-based, Sample collection Tissue (frozen) 33 Cryo preserved tissue Collection - Spermatic cord Population-based, Sample collection Tissue (frozen) 3 Cryo preserved tissue Collection - Kidney Population-based, Sample collection, Image collection Tissue (frozen) 6270 Cryo preserved tissue Collection - Bladder Population-based, Sample collection, Image collection Tissue (frozen) 648 Cryo preserved tissue Collection - Dome of bladder Population-based, Sample collection Tissue (frozen) 9 Cryo preserved tissue Collection - Ureter Population-based, Sample collection, Image collection Tissue (frozen) 87 Cryo preserved tissue Collection - Thyroid gland Population-based, Sample collection Tissue (frozen) 3519 Cryo preserved tissue Collection - Adrenal gland Population-based, Sample collection Tissue (frozen) 729 Cryo preserved tissue Collection - Parathyroid gland Population-based, Sample collection Tissue (frozen) 48 Cryo preserved tissue Collection - Lymphatic system of the Thorax Population-based, Sample collection Tissue (frozen) 18 Cryo preserved tissue Collection - Head Population-based, Sample collection, Image collection Tissue (frozen) 9 Cryo preserved tissue Collection - Neck Population-based, Sample collection, Image collection Tissue (frozen) 321 Cryo preserved tissue Collection - Adipose tissue Population-based, Sample collection Tissue (frozen) 3039 Cryo preserved tissue Collection - Mucosa Population-based, Sample collection Tissue (frozen) 78 Cryo preserved tissue Collection - Hypodermis Population-based, Sample collection Tissue (frozen) 54 Cryo preserved tissue Collection - Mesentery Population-based, Sample collection Tissue (frozen) 534 Cryo preserved tissue Collection - Synovium Population-based, Sample collection Tissue (frozen) 42 Cryo preserved tissue Collection - Blood vessels Population-based, Sample collection Tissue (frozen) 153 Cryo preserved tissue Collection - Arteries Population-based, Sample collection Tissue (frozen) 102 Cryo preserved tissue Collection - Aorta Population-based, Sample collection, Image collection Tissue (frozen) 960 Cryo preserved tissue Collection - Veins Population-based, Sample collection Tissue (frozen) 93 Cryo preserved tissue Collection - Lymphatic system Population-based, Sample collection Tissue (frozen) 1251 Cryo preserved tissue Collection - Muscles Population-based, Sample collection Tissue (frozen) 858 Cryo preserved tissue Collection - Central nervous system Population-based, Sample collection Tissue (frozen) 744 Cryo preserved tissue Collection - Hypophysis, posterior Population-based, Sample collection Tissue (frozen) 543",,,,,,,,
Emmy Study,"Cohort, Longitudinal, Disease specific, Sample collection","Urine, Serum, Plasma, Whole Blood",,7140,,,,
"SubcollectionTypeMaterialsStandards#SamplesEmmy Study - Emmy Study Cohort, Longitudinal, Disease specific, Sample collection Plasma 1428 Emmy Study - Emmy Study Cohort, Longitudinal, Disease specific, Sample collection Urine 1428 Emmy Study - Emmy Study Cohort, Longitudinal, Disease specific, Sample collection Serum 1428 Emmy Study - Emmy Study Cohort, Longitudinal, Disease specific, Sample collection Whole Blood 1428 Emmy Study - Emmy Study Cohort, Longitudinal, Disease specific, Sample collection Plasma 1428",,,,,,,,
EPATH study,"Population-based, Disease specific, Sample collection","Urine, Other, Serum, Plasma",CEN/TS 16945:2016,8187,,,,
"SubcollectionTypeMaterialsStandards#SamplesEPATH study - EPATH study Population-based, Disease specific, Sample collection Other 938 EPATH study - EPATH study Population-based, Disease specific, Sample collection Plasma 2500 EPATH study - EPATH study Population-based, Disease specific, Sample collection Plasma 15 EPATH study - EPATH study Population-based, Disease specific, Sample collection Urine 2 EPATH study - EPATH study Population-based, Disease specific, Sample collection Urine 2301 EPATH study - EPATH study Population-based, Disease specific, Sample collection Serum 2431",,,,,,,,
FFPE blocks Collection,"Population-based, Sample collection, Image collection",Tissue (paraffin preserved),,5471431,,,,
"SubcollectionTypeMaterialsStandards#SamplesFFPE blocks Collection - Anus Population-based, Sample collection Tissue (paraffin preserved) 777 FFPE blocks Collection - Aorta Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1420 FFPE blocks Collection - Appendix Population-based, Sample collection Tissue (paraffin preserved) 131468 FFPE blocks Collection - Arteries Population-based, Sample collection Tissue (paraffin preserved) 350 FFPE blocks Collection - Orbit Population-based, Sample collection, Image collection Tissue (paraffin preserved) 588 FFPE blocks Collection - Eyelid Population-based, Sample collection, Image collection Tissue (paraffin preserved) 3923 FFPE blocks Collection - Axillary lymph node Population-based, Sample collection Tissue (paraffin preserved) 2518 FFPE blocks Collection - Connective, subcutaneous and other soft tissues of abdomen Population-based, Sample collection Tissue (paraffin preserved) 179563 FFPE blocks Collection - Bones Population-based, Sample collection Tissue (paraffin preserved) 32617 FFPE blocks Collection - Conjunctiva Population-based, Sample collection Tissue (paraffin preserved) 482 FFPE blocks Collection - Bronchus Population-based, Sample collection, Image collection Tissue (paraffin preserved) 13965 FFPE blocks Collection - Bursa Population-based, Sample collection Tissue (paraffin preserved) 298 FFPE blocks Collection - Colon Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1125929 FFPE blocks Collection - Bladder Population-based, Sample collection, Image collection Tissue (paraffin preserved) 67910 FFPE blocks Collection - Ureter Population-based, Sample collection, Image collection Tissue (paraffin preserved) 65178 FFPE blocks Collection - Urethra Population-based, Sample collection, Image collection Tissue (paraffin preserved) 402 FFPE blocks Collection - Intervertebral disc or space Population-based, Sample collection Tissue (paraffin preserved) 8362 FFPE blocks Collection - Vertebral column Population-based, Sample collection Tissue (paraffin preserved) 1798 FFPE blocks Collection - Vas deferens Population-based, Sample collection Tissue (paraffin preserved) 108 FFPE blocks Collection - Intrahepatic bile duct Population-based, Sample collection Tissue (paraffin preserved) 268 FFPE blocks Collection - Gall bladder Population-based, Sample collection Tissue (paraffin preserved) 6888 FFPE blocks Collection - Small intestine Population-based, Sample collection Tissue (paraffin preserved) 121880 FFPE blocks Collection - Ligaments and Joints Population-based, Sample collection Tissue (paraffin preserved) 3045 FFPE blocks Collection - Ear Population-based, Sample collection, Image collection Tissue (paraffin preserved) 7063 FFPE blocks Collection - Hand Population-based, Sample collection, Image collection Tissue (paraffin preserved) 636 FFPE blocks Collection - Heart Population-based, Sample collection, Image collection Tissue (paraffin preserved) 52114 FFPE blocks Collection - Testes Population-based, Sample collection, Image collection Tissue (paraffin preserved) 11787 FFPE blocks Collection - Hypophysis, posterior Population-based, Sample collection Tissue (paraffin preserved) 223 FFPE blocks Collection - Bone marrow Population-based, Sample collection Tissue (paraffin preserved) 30438 FFPE blocks Collection - Larynx Population-based, Sample collection, Image collection Tissue (paraffin preserved) 5326 FFPE blocks Collection - Liver Population-based, Sample collection, Image collection Tissue (paraffin preserved) 154241 FFPE blocks Collection - Lip Population-based, Sample collection Tissue (paraffin preserved) 900 FFPE blocks Collection - Lung Population-based, Sample collection, Image collection Tissue (paraffin preserved) 166937 FFPE blocks Collection - Lymphatic system Population-based, Sample collection Tissue (paraffin preserved) 284963 FFPE blocks Collection - Subscapular lymph node Population-based, Sample collection Tissue (paraffin preserved) 5332 FFPE blocks Collection - Stomach Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1001952 FFPE blocks Collection - Breast Population-based, Sample collection, Image collection Tissue (paraffin preserved) 476569 FFPE blocks Collection - Mediastinum Population-based, Sample collection, Image collection Tissue (paraffin preserved) 465 FFPE blocks Collection - Spleen Population-based, Sample collection, Image collection Tissue (paraffin preserved) 14018 FFPE blocks Collection - Mouth Population-based, Sample collection, Image collection Tissue (paraffin preserved) 55024 FFPE blocks Collection - Muscles Population-based, Sample collection Tissue (paraffin preserved) 740 FFPE blocks Collection - Nasal cavity Population-based, Sample collection Tissue (paraffin preserved) 2342 FFPE blocks Collection - Paranasal sinus Population-based, Sample collection Tissue (paraffin preserved) 11555 FFPE blocks Collection - Adrenal gland Population-based, Sample collection Tissue (paraffin preserved) 1371 FFPE blocks Collection - Parthyroid gland Population-based, Sample collection Tissue (paraffin preserved) 247 FFPE blocks Collection - Central nervous system Population-based, Sample collection Tissue (paraffin preserved) 51213 FFPE blocks Collection - Connective, subcutaneous and other soft tissues of pelvis Population-based, Sample collection Tissue (paraffin preserved) 4806 FFPE blocks Collection - Kidney Population-based, Sample collection, Image collection Tissue (paraffin preserved) 106956 FFPE blocks Collection - Oesophagus Population-based, Sample collection Tissue (paraffin preserved) 124449 FFPE blocks Collection - Ovary Population-based, Sample collection, Image collection Tissue (paraffin preserved) 146678 FFPE blocks Collection - Pancreas Population-based, Sample collection, Image collection Tissue (paraffin preserved) 120416 FFPE blocks Collection - Penis Population-based, Sample collection, Image collection Tissue (paraffin preserved) 4204 FFPE blocks Collection - Pharynx Population-based, Sample collection, Image collection Tissue (paraffin preserved) 396 FFPE blocks Collection - Placenta Population-based, Sample collection Tissue (paraffin preserved) 18236 FFPE blocks Collection - Pleura Population-based, Sample collection Tissue (paraffin preserved) 4367 FFPE blocks Collection - Cervix uteri Population-based, Sample collection Tissue (paraffin preserved) 25513 FFPE blocks Collection - Prostate Population-based, Sample collection Tissue (paraffin preserved) 350652 FFPE blocks Collection - Rectum Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1149 FFPE blocks Collection - Thyroid gland Population-based, Sample collection Tissue (paraffin preserved) 62009 FFPE blocks Collection - Scrotum Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1234 FFPE blocks Collection - Salivary gland Population-based, Sample collection Tissue (paraffin preserved) 3109 FFPE blocks Collection - Tonsil Population-based, Sample collection Tissue (paraffin preserved) 12862 FFPE blocks Collection - Fallopian tube Population-based, Sample collection Tissue (paraffin preserved) 7118 FFPE blocks Collection - Uterus Population-based, Sample collection, Image collection Tissue (paraffin preserved) 295829 FFPE blocks Collection - Vagina Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1592 FFPE blocks Collection - Veins Population-based, Sample collection Tissue (paraffin preserved) 435 FFPE blocks Collection - Dorsum of foot Population-based, Sample collection Tissue (paraffin preserved) 817 FFPE blocks Collection - Vulva Population-based, Sample collection, Image collection Tissue (paraffin preserved) 9781 FFPE blocks Collection - Tooth Population-based, Sample collection Tissue (paraffin preserved) 3320 FFPE blocks Collection - Brain Population-based, Sample collection, Image collection Tissue (paraffin preserved) 1591 FFPE blocks Collection - Others Population-based, Sample collection Tissue (paraffin preserved) 58719",,,,,,,,
FFPE slides Collection,"Population-based, Sample collection, Image collection",,,11364484,,,,
"SubcollectionTypeMaterialsStandards#SamplesFFPE slides Collection - Anus Population-based, Sample collection 1232 FFPE slides Collection - Aorta Population-based, Sample collection, Image collection 4330 FFPE slides Collection - Appendix Population-based, Sample collection 161573 FFPE slides Collection - Arteries Population-based, Sample collection 857 FFPE slides Collection - Orbit Population-based, Sample collection, Image collection 2043 FFPE slides Collection - Eyelid Population-based, Sample collection, Image collection 16982 FFPE slides Collection - Axillary lymph node Population-based, Sample collection 22231 FFPE slides Collection - Connective, subcutaneous and other soft tissues of abdomen Population-based, Sample collection 819601 FFPE slides Collection - Bones Population-based, Sample collection 73416 FFPE slides Collection - Conjunctiva Population-based, Sample collection 1506 FFPE slides Collection - Blood Population-based, Sample collection 26964 FFPE slides Collection - Bronchus Population-based, Sample collection, Image collection 37222 FFPE slides Collection - Bursa Population-based, Sample collection 309 FFPE slides Collection - Colon Population-based, Sample collection, Image collection 1700401 FFPE slides Collection - Bladder Population-based, Sample collection, Image collection 94285 FFPE slides Collection - Ureter Population-based, Sample collection, Image collection 106861 FFPE slides Collection - Urethra Population-based, Sample collection, Image collection 1302 FFPE slides Collection - Intervertebral disc or space Population-based, Sample collection 29949 FFPE slides Collection - Vertebral column Population-based, Sample collection 10814 FFPE slides Collection - Vas deferens Population-based, Sample collection 169 FFPE slides Collection - Intrahepatic bile duct Population-based, Sample collection 2203 FFPE slides Collection - Gall bladder Population-based, Sample collection 32686 FFPE slides Collection - Small intestine Population-based, Sample collection 298177 FFPE slides Collection - Ligaments and Joints Population-based, Sample collection 10267 FFPE slides Collection - Ear Population-based, Sample collection, Image collection 17937 FFPE slides Collection - Hand Population-based, Sample collection, Image collection 3486 FFPE slides Collection - Heart Population-based, Sample collection, Image collection 190409 FFPE slides Collection - Testes Population-based, Sample collection 17694 FFPE slides Collection - Hypophysis, posterior Population-based, Sample collection 3136 FFPE slides Collection - Bone marrow Population-based, Sample collection 624101 FFPE slides Collection - Larynx Population-based, Sample collection, Image collection 11524 FFPE slides Collection - Liver Population-based, Sample collection, Image collection 303383 FFPE slides Collection - Lip Population-based, Sample collection 4751 FFPE slides Collection - Lung Population-based, Sample collection, Image collection 381029 FFPE slides Collection - Lymphatic system Population-based, Sample collection 1112620 FFPE slides Collection - Subscapular lymph node Population-based, Sample collection 82400 FFPE slides Collection - Stomach Population-based, Sample collection, Image collection 1869744 FFPE slides Collection - Breast Population-based, Sample collection, Image collection 845952 FFPE slides Collection - Mediastinum Population-based, Sample collection, Image collection 3681 FFPE slides Collection - Spleen Population-based, Sample collection, Image collection 22215 FFPE slides Collection - Mouth Population-based, Sample collection, Image collection 76720 FFPE slides Collection - Muscles Population-based, Sample collection 4136 FFPE slides Collection - Nasal cavity Population-based, Sample collection 2990 FFPE slides Collection - Paranasal sinus Population-based, Sample collection 18236 FFPE slides Collection - Adrenal gland Population-based, Sample collection 2849 FFPE slides Collection - Parthyroid gland Population-based, Sample collection 308 FFPE slides Collection - Central nervous system Population-based, Sample collection 145389 FFPE slides Collection - Connective, subcutaneous and other soft tissues of pelvis Population-based, Sample collection 6551 FFPE slides Collection - Kidney Population-based, Sample collection, Image collection 176352 FFPE slides Collection - Oesophagus Population-based, Sample collection 152980 FFPE slides Collection - Ovary Population-based, Sample collection, Image collection 213101 FFPE slides Collection - Pancreas Population-based, Sample collection, Image collection 180323 FFPE slides Collection - Penis Population-based, Sample collection, Image collection 6283 FFPE slides Collection - Pharynx Population-based, Sample collection, Image collection 1103 FFPE slides Collection - Placenta Population-based, Sample collection 32150 FFPE slides Collection - Pleura Population-based, Sample collection 11171 FFPE slides Collection - Cervix uteri Population-based, Sample collection 103541 FFPE slides Collection - Prostate Population-based, Sample collection 460439 FFPE slides Collection - Rectum Population-based, Sample collection, Image collection 41017 FFPE slides Collection - Thyroid gland Population-based, Sample collection 163904 FFPE slides Collection - Scrotum Population-based, Sample collection, Image collection 1505 FFPE slides Collection - Salivary gland Population-based, Sample collection 9079 FFPE slides Collection - Synovial fluid Population-based, Sample collection 1950 FFPE slides Collection - Tonsil Population-based, Sample collection 15603 FFPE slides Collection - Fallopian tube Population-based, Sample collection 8625 FFPE slides Collection - Uterus Population-based, Sample collection, Image collection 363925 FFPE slides Collection - Vagina Population-based, Sample collection, Image collection 2033 FFPE slides Collection - Veins Population-based, Sample collection 536 FFPE slides Collection - Vitreous humor Population-based, Sample collection 361 FFPE slides Collection - Aqueous humor Population-based, Sample collection 291 FFPE slides Collection - Dorsum of foot Population-based, Sample collection 829 FFPE slides Collection - Vulva Population-based, Sample collection, Image collection 19090 FFPE slides Collection - Tooth Population-based, Sample collection 11218 FFPE slides Collection - Cerebrospinal fluid Population-based, Sample collection 13084 FFPE slides Collection - Brain Population-based, Sample collection, Image collection 4518 FFPE slides Collection - Others Population-based, Sample collection 162852",,,,,,,,
Fluids Collection,"Population-based, Disease specific, Sample collection, Image collection","Urine, Other, Serum, Plasma, Whole Blood",,1173482,,,,
