RDCRN Contact registry,University of South Florida,Tampa,,http://catalogue.rd-connect.eu/web/rdcrn-contact-registry/reg_home,14682,,,,,,,,,,,,,,,,,,
GNE Myopathy Disease Monitoring Program (GNEM-DMP),The John Walton Muscular Dystrophy Research Centre,Newcastle upon Tyne,United Kingdom,http://catalogue.rd-connect.eu/web/gnem-disease-monitoring-program-gnem-dmp-/reg_home,155359,,,,,,,,,,,,,,,,,,
PedNet Haemophilia Registry,University Medical Center Utrecht,Utrecht,Netherlands,http://catalogue.rd-connect.eu/web/pednet-haemophilia-registry/reg_home,159202,,,,,,,,,,,,,,,,,,
Belarus severe chronic neutropenia patient registry,"National Research Center for Childhood Oncology,Haematology and Immunology",Minsk region,Belarus,http://catalogue.rd-connect.eu/web/belarus-severe-chronic-neutropenia-patient-registry/reg_home,159334,,,,,,,,,,,,,,,,,,
Austrian Myeloma Registry (AMR),Medizinische Universität Innsbruck,Innsbruck,Austria,http://catalogue.rd-connect.eu/web/the-austrian-myeloma-registry-amr-/reg_home,159466,,,,,,,,,,,,,,,,,,
French registry of rare pulmonary hypertension (HTAP),"Service de Pneumologie, Hôpital Marie Lannelongue",Le Plessis-Robinson,France,http://catalogue.rd-connect.eu/web/registre-francais-de-l-hypertension-arterielle-pulmonaire-htap-/reg_home,159598,,,,,,,,,,,,,,,,,,
Shwachman-Diamond Syndrome Registry,Cincinnati Children’s Hospital,Cincinnati,United States,http://catalogue.rd-connect.eu/web/shwachman-diamond-syndrome-registry/reg_home,159885,,,,,,,,,,,,,,,,,,
NBIA Patient Registry (TIRCON),"Klinikum der Universität München, Friedrich-Baur-Institute",Munich,Germany,http://catalogue.rd-connect.eu/web/nbia-patient-registry-and-biomaterial-bank-tircon-/reg_home,161797,,,,,,,,,,,,,,,,,,
Belgian familial adenomatous polyposis registry,La Fondation contre le Cancer Stichting tegen Kanker,Brussel,Belgium,http://catalogue.rd-connect.eu/web/belgian-familial-adenomatous-polyposis-registry/reg_home,161932,,,,,,,,,,,,,,,,,,
Ukrainian Registry for Spinal Muscular Atrophy,Charitable Foundation Children with SMA,Kharkiv,Ukraine,http://catalogue.rd-connect.eu/web/ukrainian-registry-for-spinal-muscular-atrophy/reg_home,162547,,,,,,,,,,,,,,,,,,
Le Régistre Algérien des Maladies Neuromusculaires (RAMN)_,Association Shifa des Maladies NeuroMusculaires,-,,http://catalogue.rd-connect.eu/web/le-registre-algerien-des-malades-neuromusculaires-ramn-/reg_home,167104,,,,,,,,,,,,,,,,,,
Rare disease registry EXAMPLE,Rare Disease Research Centre,Roma,Italy,http://catalogue.rd-connect.eu/web/rare-disease-registry-for-workshop-example/reg_home,167250,,,,,,,,,,,,,,,,,,
"EURO-WABB: Registry for Wolfram syndrome, Alström syndrome, Bardet-Biedl syndrome",University of Birmingham,Birmingham,United Kingdom,http://catalogue.rd-connect.eu/web/euro-wabb-project/reg_home,167562,,,,,,,,,,,,,,,,,,
Myotubular and Centronuclear Myopathy Patient Registry,"John Walton Muscular Dystrophy Research Centre, Newcastle University,",Newcastle upon Tyne,United Kingdom,http://catalogue.rd-connect.eu/web/myotubular-and-centronuclear-myopathy-patient-registry/reg_home,175391,,,,,,,,,,,,,,,,,,
French Cystic Fibrosis Registry,Association Vaincre la Mucoviscidose,Paris,France,http://catalogue.rd-connect.eu/web/french-cystic-fibrosis-registry/reg_home,176402,,,,,,,,,,,,,,,,,,
The global aHUS Registry,"Assistance Publique-Hôpitaux de Paris, Hôpital Européen Georges Pompidou",Paris,France,http://catalogue.rd-connect.eu/web/the-global-ahus-registry/reg_home,177188,,,,,,,,,,,,,,,,,,
Central data registry of the European competence network on mastocytosis,Department of Internal Medicin,Vienna,Austria,http://catalogue.rd-connect.eu/web/central-data-registry-of-the-european-competence-network-on-mastocytosis/reg_home,177495,,,,,,,,,,,,,,,,,,
COST Action BM1105 Patient Registry - GnRH Network,Centre Hospitalier Universitaire Vaudois CHUV,LAUSANNE,Switzerland,http://catalogue.rd-connect.eu/web/cost-action-bm1105-patient-registry-gnrh-network/reg_home,177725,,,,,,,,,,,,,,,,,,
Rare Kidney Disease Registry and Biobank,"Trinity Health Kidney Centre, Trinity Translational Medicine Institute,",Dublin 8,Ireland,http://catalogue.rd-connect.eu/web/mark-little/reg_home,178115,,,,,,,,,,,,,,,,,,
ECARUCA: European Cytogeneticists Association Register of Unbalanced Chromosome Aberrations,Department Human Genetics 848 Radboud University,Nijmegen,Netherlands,http://catalogue.rd-connect.eu/web/european-cytogeneticists-association-register-of-unbalanced-chromosome-aberrations/reg_home,178316,,,,,,,,,,,,,,,,,,
SWCAR - South West congenital anomalies registry,Public Health England,Bristol,United Kingdom,http://catalogue.rd-connect.eu/web/swcar-south-west-congenital-anomalies-registry/reg_home,190557,,,,,,,,,,,,,,,,,,
UK LAM registry,LAM Action Division of Respiratory Medicine Clinical Sciences Building City,Nottingham,United Kingdom,http://catalogue.rd-connect.eu/web/uk-lam-register/reg_home,190741,,,,,,,,,,,,,,,,,,
Rett Database Network,University of Siena,Siena,Italy,http://catalogue.rd-connect.eu/web/rett-database-network/reg_home,191161,,,,,,,,,,,,,,,,,,
Global Prader-Willi Syndrome Registry,Foundation for Prader-Willi Research,Columbia,United States,http://catalogue.rd-connect.eu/web/global-prader-willi-syndrome-registry/reg_home,191553,,,,,,,,,,,,,,,,,,
Cooperative European Paediatric Renal TransplAnt INitiative registry,University Children´s Hospital,Heidelberg,Germany,http://catalogue.rd-connect.eu/web/cooperative-european-paediatric-renal-transplant-initiative-registry/reg_home,192524,,,,,,,,,,,,,,,,,,
Rare Kidney Disease Registry & BioResource,"Trinity Health Kidney Centre, Tallaght Hospital",Dublin,Ireland,http://catalogue.rd-connect.eu/web/mark-little1/reg_home,192718,,,,,,,,,,,,,,,,,,
European Management Platform for Childhood Interstitial Lung Disease,University Hospital of Munich,München,Germany,http://catalogue.rd-connect.eu/web/european-management-platform-for-childhood-interstitial-lung-disease/reg_home,193177,,,,,,,,,,,,,,,,,,
Registro Pazienti DMD/BMD Italia,-,-,,http://catalogue.rd-connect.eu/web/193731/reg_home,193731,,,,,,,,,,,,,,,,,,
HAM-net national patient registration system,Saint Marianna Medical University,-,Japan,http://catalogue.rd-connect.eu/web/ham-net-national-patient-registration-system/reg_home,193914,,,,,,,,,,,,,,,,,,
Belgian Neuromuscular Disease Registry,Scientific Institute of Public Health (WIV-ISP),-,Belgium,http://catalogue.rd-connect.eu/web/belgian-neuromuscular-disease-registry/reg_home,194100,,,,,,,,,,,,,,,,,,
The Italian Registry of Hereditary Angioedema,Ospedale L. Sacco Milano,Milano,Italy,http://catalogue.rd-connect.eu/web/registro-italiano-angioedema-ereditario/reg_home,194706,,,,,,,,,,,,,,,,,,
Nordic Database for Rare Diseases,Danish Centre for Rare Diseases and Disabilities,Copenhagen,Denmark,http://catalogue.rd-connect.eu/web/nordic-database-for-rare-diseases/reg_home,196549,,,,,,,,,,,,,,,,,,
Alpha-1 Foundation Research Registry,Medical University of South Carolina,Charleston,United States,http://catalogue.rd-connect.eu/web/alpha-1-foundation-research-registry/reg_home,196837,,,,,,,,,,,,,,,,,,
New Zealand Neuromuscular Disease Registry,Auckland City Hospital,Auckland,New Zealand,http://catalogue.rd-connect.eu/web/new-zealand-neuromuscular-disease-registry/reg_home,203127,,,,,,,,,,,,,,,,,,
French Pompe registry,"NMD reference center, Myology Institute",Paris,France,http://catalogue.rd-connect.eu/web/pompe-disease/reg_home,203498,,,,,,,,,,,,,,,,,,
Kids Lung Register: International register and biobank for rare lung diseases,Hauner Childrens´ Hospital Ludwig Maximilians University,München,Germany,http://catalogue.rd-connect.eu/web/kids-lung-register-international-register-and-biobank-for-rare-lung-diseases/reg_home,203715,,,,,,,,,,,,,,,,,,
EUROFEVER: European registry for autoinflammatory diseases,U.O. di Pediatria II - IRCCS Istituto G,Genova,Italy,http://catalogue.rd-connect.eu/web/eurofever-european-registry-for-autoinflammatory-diseases/reg_home,204077,,,,,,,,,,,,,,,,,,
E-HOD: European network and registry for homocystinurias and methylation defects,Albert-Ludwigs-Universität Freiburg,Freiburg,Germany,http://catalogue.rd-connect.eu/web/e-hod-european-network-and-registry-for-homocystinurias-and-methylation-defects/reg_home,204416,,,,,,,,,,,,,,,,,,
EUROMAC: European Registry of McArdle Disease,Vall d'Hebron University Hospital,Barcelona,Spain,http://catalogue.rd-connect.eu/web/euromac/reg_home,204613,,,,,,,,,,,,,,,,,,
CURE-Net : National registry for congenital uro-rectal malformations,German Cancer Research Center,Heidelberg,Germany,http://catalogue.rd-connect.eu/web/cure-net-national-registry-for-congenital-uro-rectal-malformations/reg_home,205030,,,,,,,,,,,,,,,,,,
INSIGHTS-IPF Investigating Significant Health Trends in Idiopathic Pulmonary Fibrosis,University of Munich and Asklepios Fachkliniken München-Gauting,Munich,Germany,http://catalogue.rd-connect.eu/web/insights-ipf-investigating-significant-health-trends-in-idiopathic-pulmonary-fibrosis/reg_home,205227,,,,,,,,,,,,,,,,,,
Australian Motor Neurone Disease Registry (AMNDR),Motor Neurone Disease Research Institute of Australia,North Sydney,Australia,http://catalogue.rd-connect.eu/web/australian-motor-neurone-disease-registry-amndr-/reg_home,205420,,,,,,,,,,,,,,,,,,
Italian registry of patients with alpha-1 antitrypsin deficiency,Fondazione IRCCS Policlinico S. Matteo,Pavia,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-patients-with-alpha-1-antitrypsin-deficiency/reg_home,205612,,,,,,,,,,,,,,,,,,
International registry for biologics in systemic lupus erythematosus (IRBIS),Karolinska Institutet-,Solna,Sweden,http://catalogue.rd-connect.eu/web/international-registry-for-biologics-in-systemic-lupus-erythematosus-irbis-/reg_home,206007,,,,,,,,,,,,,,,,,,
Alpha 1 International Registry (AIR),Leiden University Medical Center,Leiden,Netherlands,http://catalogue.rd-connect.eu/web/alpha-1-international-registry-air-/reg_home,206202,,,,,,,,,,,,,,,,,,
Swedish national register of severe alpha1-antitrypsin,"Department of Respiratory Medicine and Allergology, Skåne University Hospit",Lund,Sweden,http://catalogue.rd-connect.eu/web/swedish-national-register-of-severe-alpha1-antitrypsin/reg_home,206417,,,,,,,,,,,,,,,,,,
PanGen-Fam: Spanish registry of hereditary pancreatic cancer,"Hospital Universitario Ramón y Cajal, Madrid",Madrid,Spain,http://catalogue.rd-connect.eu/web/pangen-fam-spanish-registry-of-hereditary-pancreatic-cancer/reg_home,206627,,,,,,,,,,,,,,,,,,
Rare Epilepsy Network,Epilepsy Foundation,Landover,United States,http://catalogue.rd-connect.eu/web/rare-epilepsy-network/reg_home,206839,,,,,,,,,,,,,,,,,,
Italian Registry of Mastocytosis,Fondazione IRCCS Policlinico San Matteo,Pavia,Italy,http://catalogue.rd-connect.eu/web/italian-registry-of-mastocytosis/reg_home,207032,,,,,,,,,,,,,,,,,,
The International Consortium for the Research on Alternating Hemiplegia of Childhood,-,-,,http://catalogue.rd-connect.eu/web/international-consortium-for-the-research-on-alternating-hemiplegia-of-childhood/reg_home,207225,,,,,,,,,,,,,,,,,,
The international ARPKD registry,University of Cologne,Köln,Germany,http://catalogue.rd-connect.eu/web/the-international-arpkd-registry/reg_home,207510,,,,,,,,,,,,,,,,,,
The Italian multi-region thalassaemia registry,Fondazione per la Ricerca Farmacologica Gianni Benzi Onlus,Valenzano (BA),Italy,http://catalogue.rd-connect.eu/web/the-italian-multi-region-thalassaemia-registry-htathal-/reg_home,207700,,,,,,,,,,,,,,,,,,
Thymic Malignancy Interest Group International Database,Memorial Sloan Kettering Cancer Center,New York,United States,http://catalogue.rd-connect.eu/web/the-international-thymic-malignancy-interest-group-international-database/reg_home,207892,,,,,,,,,,,,,,,,,,
Belgian alpha-1 antitrypsin deficiency registry,Hôpitaux Iris Sud,Bruxelles,Belgium,http://catalogue.rd-connect.eu/web/belgian-alpha-1-antitrypsin-deficiency-registry/reg_home,208087,,,,,,,,,,,,,,,,,,
Italian limb girdle muscular dystrophy registry,"Dipartimento di Scienze Neurologiche, Università di Milano",Milan,Italy,http://catalogue.rd-connect.eu/web/the-italian-limb-girdle-muscular-dystrophy-registry/reg_home,208282,,,,,,,,,,,,,,,,,,
The national Polish pediatric IgAN registry,Medical University of Warsaw,Warszawa,Poland,http://catalogue.rd-connect.eu/web/the-national-polish-pediatric-igan-registry/reg_home,208476,,,,,,,,,,,,,,,,,,
Primary Immunodeficiency Diseases Registry at USIDNET,Mount Sinai Medical Center,New York,United States,http://catalogue.rd-connect.eu/web/primary-immunodeficiency-diseases-registry-at-usidnet/reg_home,208804,,,,,,,,,,,,,,,,,,
UKIVAS registry,Nuffield Orthopaedic Centre,Oxford,United Kingdom,http://catalogue.rd-connect.eu/web/ukivas-registry/reg_home,209177,,,,,,,,,,,,,,,,,,
French national registry for thrombotic microangiopathy,Centre Maladies Rares sur les Microangiopathies Thrombotiques,Paris cedex 12,France,http://catalogue.rd-connect.eu/web/french-national-registry-for-thrombotic-microangiopathy/reg_home,209428,,,,,,,,,,,,,,,,,,
Fight NPC (Niemann-Pick Type C),Liferay Foundation,Eschborn,Germany,http://catalogue.rd-connect.eu/web/fight-npc/reg_home,211162,,,,,,,,,,,,,,,,,,
RUDY,University of Oxford,Oxford,United Kingdom,http://catalogue.rd-connect.eu/web/rudy/reg_home,211413,,,,,,,,,,,,,,,,,,
Enroll-HD,University of Ulm,Ulm,Germany,http://catalogue.rd-connect.eu/web/enroll-hd/reg_home,211716,,,,,,,,,,,,,,,,,,
Registry of Myasthenia Gravis,Masaryk University Brno,Brno,Czech Republic,http://catalogue.rd-connect.eu/web/registry-of-myasthenia-gravis/reg_home,212160,,,,,,,,,,,,,,,,,,
Motor Function Measure database (Neuromuscular Diseases),Hôpital Pitié-Salpêtrière,Paris Cedex 13,France,http://catalogue.rd-connect.eu/web/motor-function-measure-database-neuromuscular-diseases-/reg_home,215616,,,,,,,,,,,,,,,,,,
Turkish pediatric atypical hemolytic uremic syndrome registry,"Hacettepe University, Faculty of Medicine",Ankara,,http://catalogue.rd-connect.eu/web/turkish-pediatric-atypical-hemolytic-uremic-syndrome-registry/reg_home,215902,,,,,,,,,,,,,,,,,,
Spanish Rheumatology Society Lupus Registry,Sociedad Española de Reumatología,Madrid,Spain,http://catalogue.rd-connect.eu/web/spanish-rheumatology-society-lupus-registry/reg_home,216578,,,,,,,,,,,,,,,,,,
Diamond Blackfan Anemia Registry of North America,Cohen Children’s Medical Hospital,New York,United States,http://catalogue.rd-connect.eu/web/diamond-blackfan-anemia-registry-of-north-america/reg_home,221162,,,,,,,,,,,,,,,,,,
Czech national Diamond-Blackfan Anemia Registry,Faculty of Medicine and University Hospital Motol,Prague,Czech Republic,http://catalogue.rd-connect.eu/web/czech-national-diamond-blackfan-anemia-registry/reg_home,221634,,,,,,,,,,,,,,,,,,
Finnish IPF registry,Biomedicum,Helsinki,Finland,http://catalogue.rd-connect.eu/web/finnish-ipf-registry/reg_home,221861,,,,,,,,,,,,,,,,,,
Register of Congenital Malformations,National Institute of Health and Welfare(THL),Helsinki,Finland,http://catalogue.rd-connect.eu/web/register-of-congenital-malformations/reg_home,222053,,,,,,,,,,,,,,,,,,
Aquitain registry of Mesothelioma,ISPED – Essat,Bordeaux,France,http://catalogue.rd-connect.eu/web/aquitain-registry-of-mesothelioma/reg_home,222303,,,,,,,,,,,,,,,,,,
French primary immunodeficiencies registry,CEREDIH Hôpital Necker-Enfants Malades,Paris,France,http://catalogue.rd-connect.eu/web/ceredih-french-primary-immunodeficiencies-registry/reg_home,222765,,,,,,,,,,,,,,,,,,
French Gaucher’s disease registry,Service de médecine interne Hôpital Beaujon,Clichy,France,http://catalogue.rd-connect.eu/web/french-certified-registry-of-patients-affected-by-gaucher-disease/reg_home,222978,,,,,,,,,,,,,,,,,,
Neonatal Alloimmune Thrombocytopenia (NAIT) Registry,Department of Epidemiology & Preventive Medicine Monash University,Melbourne,Australia,http://catalogue.rd-connect.eu/web/neonatal-alloimmune-thrombocytopenia-nait-registry/reg_home,223822,,,,,,,,,,,,,,,,,,
Austrian GIST registry,Akademie Wels,Wels,Austria,http://catalogue.rd-connect.eu/web/austrian-gist-registry/reg_home,225400,,,,,,,,,,,,,,,,,,
Austrian acromegaly registry,"Universitätsklinik für Innere Medizin, Medizinische Universität Graz",Graz,Austria,http://catalogue.rd-connect.eu/web/austrian-acromegaly-registry/reg_home,225609,,,,,,,,,,,,,,,,,,
German acromegaly registry,Friedrich-Alexander-University Erlangen-Nuremberg,Erlangen,Germany,http://catalogue.rd-connect.eu/web/german-acromegaly-registry/reg_home,225819,,,,,,,,,,,,,,,,,,
French registry for Langerhans cell histiocytosis,Pédiatrique Hôpital Trousseau,Paris,France,http://catalogue.rd-connect.eu/web/french-certified-patient-registry-for-langerhans-cell-histiocytosis/reg_home,226047,,,,,,,,,,,,,,,,,,
UK Cystic Fibrosis Registry,Cystic Fibrosis Trust,London EC3N 1RE,United Kingdom,http://catalogue.rd-connect.eu/web/uk-cystic-fibrosis-registry/reg_home,226267,,,,,,,,,,,,,,,,,,
Sjögren's International Collaborative Clinical Alliance registry,Department of Orofacial Sciences University of California,San Francisco,United States,http://catalogue.rd-connect.eu/web/sjogren-s-international-collaborative-clinical-alliance-registry/reg_home,226584,,,,,,,,,,,,,,,,,,
United Kingdom Primary Sjögren’s Syndrome Registry,Institute of Cellular Medicine Newcastle University,-,United Kingdom,http://catalogue.rd-connect.eu/web/primary-sjogren-s-syndrome-registry-ukpssr-/reg_home,226819,,,,,,,,,,,,,,,,,,
German Cushing's Registry,Klinikum der LMU München,Munich,Germany,http://catalogue.rd-connect.eu/web/german-cushing-s-registry/reg_home,227131,,,,,,,,,,,,,,,,,,
Danish cystic fibrosis patient registry,Aarhus University Hospital Skejby,Aarhus,Denmark,http://catalogue.rd-connect.eu/web/danish-cystic-fibrosis-patient-registry/reg_home,227349,,,,,,,,,,,,,,,,,,
REVEAL: Registry to EValuate Early And Long-term pulmonary arterial hypertension disease management,"Mayo Clinic Hospital, Methodist Campus",Rochester,United States,http://catalogue.rd-connect.eu/web/reveal-registry-to-evaluate-early-and-long-term-pulmonary-arterial-hypertension-disease-management/reg_home,227604,,,,,,,,,,,,,,,,,,
PRO RETINA registry,PRO RETINA Deutschland e. V.,Bonn,Germany,http://catalogue.rd-connect.eu/web/pro-retina-registry/reg_home,228014,,,,,,,,,,,,,,,,,,
Danish HD Register,"Department of Cellular and Molecular Medicine, University of Copenhagen",Copenhagen,Denmark,http://catalogue.rd-connect.eu/web/danish-hd-register/reg_home,231301,,,,,,,,,,,,,,,,,,
Canadian Haemophilia Registry,Association of Hemophilia Clinic Directors of Canada,Toronto,Canada,http://catalogue.rd-connect.eu/web/canadian-haemophilia-registry/reg_home,231512,,,,,,,,,,,,,,,,,,
Intercontinental Cooperative ITP Study Group Registry,University Children's Hospital UKBB,Basel,Switzerland,http://catalogue.rd-connect.eu/web/intercontinental-cooperative-itp-study-group-registry/reg_home,231801,,,,,,,,,,,,,,,,,,
German CMT patient registry,Friedrich-Baur-InstitutKlinikum der Universität,München,Germany,http://catalogue.rd-connect.eu/web/german-cmt-patient-registry/reg_home,232162,,,,,,,,,,,,,,,,,,
EUROTRAPS: European patient registry on TRAPS syndrome,Unit of Autoinflammatory Diseases,Montpellier,France,http://catalogue.rd-connect.eu/web/eurotraps-european-patient-registry-on-traps-syndrome/reg_home,232527,,,,,,,,,,,,,,,,,,
Global Angelman Syndrome Registry,Mater Medical Research Institute,South Brisbane Qld 4101,Australia,http://catalogue.rd-connect.eu/web/global-angelman-syndrome-registry/reg_home,232757,,,,,,,,,,,,,,,,,,
Dutch FSHD registry,Radboud University Nijmegen,Nijmegen,Netherlands,http://catalogue.rd-connect.eu/web/dutch-fshd-registry/reg_home,232952,,,,,,,,,,,,,,,,,,
Italian Registry for Facioscapulohumeral Muscular Dystrophy (FSHD),Università di Modena e Reggio Emilia,Modena,Italy,http://catalogue.rd-connect.eu/web/italian-registry-for-facioscapulohumeral-muscular-dystrophy-fshd-/reg_home,233148,,,,,,,,,,,,,,,,,,
World Bleeding Disorders Registry,World Federation of Hemophilia,"Montréal, Québec",Canada,http://catalogue.rd-connect.eu/web/world-bleeding-disorders-registry/reg_home,233824,,,,,,,,,,,,,,,,,,
Alpha-1 Canadian Registry,Toronto Western Hospital,Toronto,Canada,http://catalogue.rd-connect.eu/web/alpha-1-canadian-registry/reg_home,234166,,,,,,,,,,,,,,,,,,
The Swiss patient registry for Duchenne Muscular Dystrophy and Spinal Muscular Atrophy,University of Bern,Bern,Switzerland,http://catalogue.rd-connect.eu/web/swiss-dmd-registry/reg_home,35811,,,,,,,,,,,,,,,,,,
Computer Registry of All Myopathies and Polyneuropathies (CRAMP),Javastraat 86,The Hague,Netherlands,http://catalogue.rd-connect.eu/web/computer-registry-of-all-myopathies-and-polyneuropathies-cramp-/reg_home,35824,,,,,,,,,,,,,,,,,,
Channelopathy database,Bruennenstrasse 90,Berne,Switzerland,http://catalogue.rd-connect.eu/web/channelopathy-database/reg_home,36511,,,,,,,,,,,,,,,,,,
German Spinal Muscular Atrophy and Duchenne Muscular Dystrophy registry,Klinikum der Universität München,Munich,Germany,http://catalogue.rd-connect.eu/web/german-dmd-registry/reg_home,36907,,,,,,,,,,,,,,,,,,
Bulgarian patient registry for neuromuscular diseases,"University Hospital Alexandrovska, Clinic of Neurology in Sofia",Sofia,Bulgaria,http://catalogue.rd-connect.eu/web/38525/reg_home,38525,,,,,,,,,,,,,,,,,,
Dutch patient registry for Duchenne and Becker Muscular Dystrophy,University Medical Centre,Leiden,Netherlands,http://catalogue.rd-connect.eu/web/duchenne-and-becker-muscular-dystrophy-patient-registryin-the-netherlands-part-of-the-treat-nmd-ne/reg_home,41839,,,,,,,,,,,,,,,,,,
Finnish NMD registry for DMD and SMA patients,Finnish Neuromuscular Disorders Association,Turku,Finland,http://catalogue.rd-connect.eu/web/finnish-nmd-registry-for-dmd-and-sma-patients/reg_home,42007,,,,,,,,,,,,,,,,,,
EFACTS European Friedreich’s Ataxia patient registry,Department of Neurology University,Aachen,Germany,http://catalogue.rd-connect.eu/web/efacts-register-friedreich-ataxia/reg_home,46165,,,,,,,,,,,,,,,,,,
Autosomal recessive spastic ataxia of Charlevoix-Saguenay ARSACS,McGill University Health Centre,Montréal,Canada,http://catalogue.rd-connect.eu/web/autosomal-recessive-spastic-ataxia-of-charlevoix-saguenay-arsacs/reg_home,46321,,,,,,,,,,,,,,,,,,
Inherited peripheral neuropathies database,University of Antwerp,Antwerpen,Belgium,http://catalogue.rd-connect.eu/web/inherited-peripheral-neuropathies-database/reg_home,46473,,,,,,,,,,,,,,,,,,
National UK MCP diagnostic service UCL MRC Centre for NMDs,University College London-,London,United Kingdom,http://catalogue.rd-connect.eu/web/national-uk-mcp-diagnostic-service-ucl-mrc-centre-for-nmds/reg_home,46628,,,,,,,,,,,,,,,,,,
Leiden Open Variation Database_Muscular Dystrophy pages,Leiden University Medical Center,Leiden,Netherlands,http://catalogue.rd-connect.eu/web/leiden-open-variation-database-lovd-/reg_home,46891,,,,,,,,,,,,,,,,,,
National Genetics Reference Centre Diagnostic Mutation Database,St Mary's Hospital,Manchester,United Kingdom,http://catalogue.rd-connect.eu/web/national-genetics-reference-centre-diagnostic-mutation-database/reg_home,47188,,,,,,,,,,,,,,,,,,
Belarusian Patient Registries for SMA and DMD,Minsk City Rehabilitation Center for Children with Psycho neurological,Minsk,Belarus,http://catalogue.rd-connect.eu/web/belarusian-patient-registries-for-sma-and-dmd/reg_home,47701,,,,,,,,,,,,,,,,,,
Canadian Neuromuscular Disease Registry (CNDR),University of Calgary,Calgary,Canada,http://catalogue.rd-connect.eu/web/canadian-neuromuscular-disease-registry-cndr-/reg_home,48101,,,,,,,,,,,,,,,,,,
Chinese Genetic Disease Registry,"General Hospital of Chinese Armed Police Force, Beijing",Haidian District. Beijing,China,http://catalogue.rd-connect.eu/web/chinese-genetic-disease-registry-cgdr-/reg_home,48255,,,,,,,,,,,,,,,,,,
National Registry for Egyptian Pediatric Neuromuscular Diseases,"Children's Hospital, Ain Shams University",Cairo,Egypt,http://catalogue.rd-connect.eu/web/egyptian-nmd-registry/reg_home,48409,,,,,,,,,,,,,,,,,,
Observatoire National Français des Patients Atteints de Dystrophie Musculaire Facio-Scapulo-Humérale,Centre de référence des Maladies Neuromusculaires – Hôpital l'Archet,Nice Cedex 3,France,http://catalogue.rd-connect.eu/web/observatoire-national-francais-des-patients-atteints-de-dystrophie-musculaire-facio-scapulo-humerale/reg_home,49301,,,,,,,,,,,,,,,,,,
UK Myotonic Dystrophy Patient Registry,University of Newcastle,Newcastle,United Kingdom,http://catalogue.rd-connect.eu/web/uk-myotonic-dystrophy-patient-registry/reg_home,50316,,,,,,,,,,,,,,,,,,
UK FSHD Patient Registry,Institute of Genetic Medicine,Newcastle,United Kingdom,http://catalogue.rd-connect.eu/web/uk-fshd-patient-registry/reg_home,50490,,,,,,,,,,,,,,,,,,
UK DMD registry,Action Duchenne,London,United Kingdom,http://catalogue.rd-connect.eu/web/uk-dmd-registry/reg_home,50695,,,,,,,,,,,,,,,,,,
UK SMA Patient Registry,Institute of Genetic Medicine Newcastle University,Newcastle upon Tyne,United Kingdom,http://catalogue.rd-connect.eu/web/treat-nmd-uk-sma-patient-registry/reg_home,54896,,,,,,,,,,,,,,,,,,
LGMD2A Patient Registry,Coalition to Cure Calpain 3,Westport,United States,http://catalogue.rd-connect.eu/web/lgmd2a-lgmd2b/reg_home,55076,,,,,,,,,,,,,,,,,,
French auto-immunity and Rituximab (AIR) registry,Service de médecine interne Pôle médecine Hôpital Cochin,-,,http://catalogue.rd-connect.eu/web/french-auto-immunity-and-rituximab-air-registry-prospective-study-of-patients-treated-with-rituxi/reg_home,61665,,,,,,,,,,,,,,,,,,
Lupus nephritis registry (established by the german paediatric nephrology association),"Abteilung Allgemeine Pädiatrie mit Nephrologie, Onkologie und Neonatologie",Rostock,Germany,http://catalogue.rd-connect.eu/web/lupus-nephritis-registry-established-by-the-german-paediatric-nephrology-association-/reg_home,61834,,,,,,,,,,,,,,,,,,
"Nephronophthisis registry for patients in Germany, Austria and Switzerland",Universitätsklinikum Münster,Munster,Germany,http://catalogue.rd-connect.eu/web/nephronophthisis-registry-for-patients-in-germany-austria-and-switzerland/reg_home,61982,,,,,,,,,,,,,,,,,,
National nephrogenic systemic fibrosis registry,Universitätsklinikum Essen,Essen,Germany,http://catalogue.rd-connect.eu/web/national-nephrogenic-systemic-fibrosis-registry/reg_home,62130,,,,,,,,,,,,,,,,,,
ESPN/ERA-EDTA Registry: European Registry for Children on Renal Replacement Therapy,Department of Medical Informatics Academic Medical Center Building,Amsterdam,Netherlands,http://catalogue.rd-connect.eu/web/62447/reg_home,62447,,,,,,,,,,,,,,,,,,
Spanish patient registry of ataxias,FEDAES-Gijón,Gijón,Spain,http://catalogue.rd-connect.eu/web/spanish-patient-registry-of-ataxias/reg_home,62647,,,,,,,,,,,,,,,,,,
RIAT: Ataxia telangiectasia Italian registry,Università La Sapienza – A.O. S. Andrea,Roma,Italy,http://catalogue.rd-connect.eu/web/riat-ataxia-teleangiectasia-italian-registry/reg_home,62825,,,,,,,,,,,,,,,,,,
Irish Motor Neurone Disease Register,Beaumont Hospital,Dublin,Ireland,http://catalogue.rd-connect.eu/web/irish-motor-neurone-disease-register/reg_home,62971,,,,,,,,,,,,,,,,,,
International Friedreich Ataxia Research Alliance registry,Friedreich's Ataxia Research Alliance,Downingtown,United States,http://catalogue.rd-connect.eu/web/fara-patient-registry/reg_home,63124,,,,,,,,,,,,,,,,,,
